Serial No.,CustomerID,Age,Gender,City_Tier,Loan_Type,Credit_Score,Monthly_Income,Loan_Amount,Tenure_Months,EMI,DTI_Ratio,Default
3753,CUST03753,30,Female,Tier 1,Auto,563,135413,1778653,60,40469.821629328406,0.29886215968428737,1
3754,CUST03754,39,Male,Tier 3,Personal,515,101679,892373,84,16234.016909437067,0.15965948631907342,0
3755,CUST03755,31,Female,Tier 2,MSME,842,69012,1464799,72,29404.529232294954,0.4260784969613249,0
3756,CUST03756,33,Female,Tier 1,MSME,823,149210,157304,24,7478.518860453748,0.050120761748232344,0
3757,CUST03757,28,Male,Tier 1,Home,493,17752,1443587,72,28978.71731265585,1.6324198576304556,1
3758,CUST03758,60,Female,Tier 3,Home,326,40765,1028799,36,34664.30412703478,0.850344759647609,0
3759,CUST03759,24,Male,Tier 1,Auto,345,126193,700580,84,12744.92568288532,0.10099550436938118,0
3760,CUST03760,51,Male,Tier 1,Home,357,15837,1666116,60,37909.25904815055,2.393714658593834,1
3761,CUST03761,48,Female,Tier 2,Home,312,109010,1934925,36,65195.270079969734,0.5980668753322607,0
3762,CUST03762,31,Female,Tier 1,Personal,348,142977,159419,60,3627.2721516371685,0.02536961995032186,0
3763,CUST03763,63,Male,Tier 3,Auto,393,71997,1064671,84,19368.45581050443,0.2690175397656073,1
3764,CUST03764,21,Male,Tier 2,Personal,883,104608,1335124,48,35818.03362766717,0.34240243220085625,0
3765,CUST03765,58,Male,Tier 2,Personal,750,118510,1906407,48,51144.12596434495,0.43155958116905707,0
3766,CUST03766,44,Male,Tier 3,MSME,678,136907,1451770,24,69019.79177923598,0.5041363245066796,0
3767,CUST03767,51,Male,Tier 2,Personal,309,75594,1101072,36,37099.46712016871,0.49077264227542805,1
3768,CUST03768,61,Male,Tier 1,Auto,815,100269,80985,48,2172.624754956563,0.021667960735187973,0
3769,CUST03769,46,Female,Tier 2,Personal,523,116614,1214526,72,24380.522699962425,0.2090702891587839,0
3770,CUST03770,25,Female,Tier 2,Home,680,52448,678985,84,12352.070234368506,0.23551079610983272,0
3771,CUST03771,40,Female,Tier 1,Personal,840,117979,612466,12,54703.794586072414,0.46367399779683177,0
3772,CUST03772,61,Male,Tier 2,MSME,601,93340,1918318,84,34897.970747296815,0.3738801237122007,0
3773,CUST03773,31,Female,Tier 3,Home,502,96746,126407,72,2537.507416831052,0.026228551225177806,1
3774,CUST03774,53,Male,Tier 2,Auto,888,69994,126682,48,3398.560834813944,0.0485550309285645,0
3775,CUST03775,58,Male,Tier 3,MSME,870,100765,1219928,48,32727.613410689013,0.3247914792903192,0
3776,CUST03776,47,Female,Tier 2,Personal,495,17884,98577,36,3321.4487066285133,0.1857218019810173,0
3777,CUST03777,54,Male,Tier 2,Personal,621,124113,139643,60,3177.3073791145916,0.025600117466458724,0
3778,CUST03778,35,Male,Tier 3,Home,717,35522,626221,12,55932.35371348753,1.5745834613334702,0
3779,CUST03779,52,Male,Tier 1,Auto,641,20623,553951,12,49477.39419779939,2.3991366046549674,0
3780,CUST03780,41,Male,Tier 1,MSME,688,26460,1900487,60,43241.91953059841,1.6342373216401516,0
3781,CUST03781,25,Male,Tier 2,Personal,308,25234,1437439,36,48433.00067366002,1.9193548654061987,0
3782,CUST03782,26,Male,Tier 2,Home,831,61905,1445252,48,38772.49209545573,0.6263224633786565,0
3783,CUST03783,58,Female,Tier 1,Auto,448,146454,471440,60,10726.70875596903,0.07324285274536052,0
3784,CUST03784,42,Male,Tier 1,Home,682,130492,1279999,84,23285.69489446962,0.17844538281633832,0
3785,CUST03785,38,Male,Tier 1,Personal,828,53353,1245821,84,22663.929971135163,0.4247920448922303,1
3786,CUST03786,34,Male,Tier 2,Home,311,49985,1961416,84,35682.007983702344,0.7138543159688375,0
3787,CUST03787,30,Male,Tier 3,Auto,775,57255,1138376,12,101676.64305563863,1.7758561358071545,1
3788,CUST03788,33,Female,Tier 3,Auto,893,104197,1781360,12,159106.22226188218,1.526975078571189,0
3789,CUST03789,51,Female,Tier 2,Personal,878,76590,728067,84,13244.968179453119,0.1729333879025084,0
3790,CUST03790,50,Male,Tier 3,Home,352,136282,513440,84,9340.481661795424,0.06853789687409506,0
3791,CUST03791,23,Male,Tier 2,Auto,735,62883,1111430,84,20219.09382472984,0.32153513389516786,0
3792,CUST03792,50,Male,Tier 1,Home,505,66566,1988098,48,53335.6909314025,0.8012452442899153,1
3793,CUST03793,26,Female,Tier 1,Personal,353,15650,184753,48,4956.460348860775,0.31670673155659906,0
3794,CUST03794,49,Female,Tier 2,MSME,879,36299,989117,24,47024.42493322121,1.2954743913942868,0
3795,CUST03795,28,Female,Tier 1,Personal,789,41862,856311,72,17189.677103435843,0.41062723002808854,0
3796,CUST03796,64,Female,Tier 2,Personal,643,31312,842510,60,19169.69157048928,0.6122154947141442,0
3797,CUST03797,63,Male,Tier 2,Personal,468,25943,164166,48,4404.162690895834,0.16976304555740795,1
3798,CUST03798,64,Female,Tier 2,Personal,460,83734,881893,24,41926.8005479971,0.5007141728329843,0
3799,CUST03799,53,Female,Tier 3,Personal,826,140560,1603369,36,54023.83812956625,0.3843471693907673,0
3800,CUST03800,37,Male,Tier 2,Home,826,67879,933324,84,16978.996000532785,0.2501362129750407,0
3801,CUST03801,31,Male,Tier 1,MSME,586,134652,626602,12,55966.383595533705,0.4156372248131012,0
3802,CUST03802,33,Female,Tier 2,Personal,711,149078,77941,60,1773.3972661398739,0.011895767760097894,1
3803,CUST03803,31,Female,Tier 2,Home,821,76876,266100,72,5341.719395434928,0.06948487688530787,0
3804,CUST03804,51,Female,Tier 1,Personal,868,23505,304468,36,10258.730178538302,0.4364488482679559,0
3805,CUST03805,48,Female,Tier 1,Personal,498,35498,1255073,60,28556.767644833526,0.8044613117593534,1
3806,CUST03806,64,Male,Tier 2,Personal,460,122679,1876453,60,42695.07217305352,0.3480226621757067,0
3807,CUST03807,26,Male,Tier 3,Personal,688,39744,1747645,48,46884.93906125903,1.179673386203176,0
3808,CUST03808,61,Female,Tier 2,MSME,773,68273,542427,24,25787.96820118589,0.37771839821284975,1
3809,CUST03809,36,Female,Tier 3,Personal,680,94095,1762443,60,40100.994315281525,0.42617561310677005,0
3810,CUST03810,24,Female,Tier 3,Home,891,43544,1814523,72,36424.92560151361,0.8365084880009557,0
3811,CUST03811,55,Female,Tier 1,Personal,423,21864,1482981,36,49967.49063579395,2.2853773616810256,0
3812,CUST03812,46,Female,Tier 2,MSME,371,104314,850005,72,17063.089796004006,0.1635743025481144,0
3813,CUST03813,32,Male,Tier 2,Auto,467,94770,239923,60,5458.985543989389,0.057602464324041244,0
3814,CUST03814,31,Male,Tier 1,Personal,583,43593,209770,72,4210.945049155898,0.09659681713017912,0
3815,CUST03815,57,Male,Tier 2,MSME,793,16729,1009982,72,20274.484924615404,1.2119364531421726,0
3816,CUST03816,45,Female,Tier 2,Home,335,59515,1422214,84,25872.864962115764,0.4347284711772791,1
3817,CUST03817,38,Female,Tier 1,MSME,474,49936,68318,24,3247.962235597818,0.0650424991108182,0
3818,CUST03818,39,Male,Tier 3,Home,498,27413,744079,12,66459.10919432293,2.424364688079485,1
3819,CUST03819,43,Male,Tier 2,Personal,415,62652,1037384,60,23603.673926909418,0.376742544961205,0
3820,CUST03820,58,Female,Tier 3,Auto,614,44764,408672,36,13769.774753089338,0.3076082287795849,0
3821,CUST03821,38,Male,Tier 1,Personal,519,78784,811090,84,14755.319552558527,0.18728827620530217,1
3822,CUST03822,46,Female,Tier 3,Personal,877,93796,1174105,84,21359.27512761436,0.2277205331529528,0
3823,CUST03823,26,Female,Tier 1,Auto,433,91844,89102,12,7958.3479004683095,0.08665071099329634,0
3824,CUST03824,24,Male,Tier 1,Home,421,142610,69006,72,1385.2337038759213,0.009713440178640497,0
3825,CUST03825,64,Male,Tier 2,Auto,720,139887,1894056,12,169171.92196549356,1.2093469869644324,0
3826,CUST03826,49,Male,Tier 2,Auto,791,89432,465165,48,12479.21212742322,0.13953855585722358,0
3827,CUST03827,54,Female,Tier 2,Home,898,119944,256676,48,6885.974336028038,0.05740991075858766,0
3828,CUST03828,37,Female,Tier 2,Personal,588,40282,1116485,60,25403.46475778059,0.6306406026955115,0
3829,CUST03829,63,Male,Tier 1,MSME,352,88210,1132760,84,20607.128402959228,0.23361442470195248,0
3830,CUST03830,63,Female,Tier 2,MSME,504,67984,504039,36,16983.065873787287,0.24980974749628276,0
3831,CUST03831,36,Female,Tier 2,Auto,647,112496,373359,48,10016.287039400226,0.0890368283263425,0
3832,CUST03832,22,Female,Tier 2,Home,350,19721,248402,72,4986.447881491269,0.2528496466452649,0
3833,CUST03833,54,Male,Tier 2,Auto,339,44197,1257289,24,59773.81058041138,1.3524404502661127,0
3834,CUST03834,28,Female,Tier 3,Home,549,16066,1428976,24,67936.12347515482,4.228564887038144,0
3835,CUST03835,33,Male,Tier 2,Auto,517,123442,56826,72,1140.731102461425,0.009241029005212367,1
3836,CUST03836,62,Male,Tier 2,Personal,478,74418,406460,12,36303.89988579773,0.48783761839605644,1
3837,CUST03837,28,Female,Tier 3,MSME,850,82454,1924571,72,38634.040731272435,0.46855265640566174,0
3838,CUST03838,50,Male,Tier 2,Home,482,91262,1151404,12,102840.2685236113,1.1268684504351352,1
3839,CUST03839,52,Female,Tier 1,MSME,463,81678,677668,12,60527.459597029905,0.741049726940301,1
3840,CUST03840,56,Male,Tier 1,Personal,676,132911,1212342,24,57636.94828052826,0.4336507006984242,0
3841,CUST03841,50,Male,Tier 2,Personal,796,100768,580657,48,15577.573283185935,0.15458849320405224,0
3842,CUST03842,21,Female,Tier 1,Personal,896,81951,615600,72,12357.61916508734,0.1507927806260734,0
3843,CUST03843,63,Male,Tier 2,Auto,760,21374,421871,48,11317.742520198557,0.5295098025731523,1
3844,CUST03844,59,Male,Tier 1,MSME,773,41974,1337571,60,30433.850664835933,0.7250643413740872,1
3845,CUST03845,37,Male,Tier 1,Home,336,46914,186898,36,6297.332241511264,0.1342314072880433,0
3846,CUST03846,40,Female,Tier 2,Personal,898,65014,704659,24,33500.77316335552,0.5152855256307184,1
3847,CUST03847,44,Female,Tier 3,Auto,618,24347,969696,84,17640.674091454457,0.7245522689224322,1
3848,CUST03848,42,Male,Tier 2,Auto,854,105468,1511712,12,135021.9975007604,1.2802176726662153,0
3849,CUST03849,49,Male,Tier 3,Auto,711,104129,1212130,36,40841.45004175031,0.39221974706134033,0
3850,CUST03850,42,Male,Tier 3,Home,655,107103,75692,12,6760.603233173749,0.06312244505918367,0
3851,CUST03851,64,Female,Tier 1,MSME,528,92599,805984,36,27156.786211421284,0.2932729965919857,0
3852,CUST03852,29,Female,Tier 1,MSME,563,145774,1581583,36,53289.78169122253,0.36556437836117917,0
3853,CUST03853,57,Male,Tier 2,MSME,786,149212,1705317,48,45749.38481506774,0.30660660546784263,0
3854,CUST03854,30,Female,Tier 3,Home,860,89266,1632273,84,29694.250591196247,0.3326490555328596,0
3855,CUST03855,56,Female,Tier 2,Home,651,139737,786425,60,17893.58546880397,0.12805187937914775,0
3856,CUST03856,57,Female,Tier 3,Personal,741,29057,589083,60,13403.44852811069,0.46128122408062394,0
3857,CUST03857,48,Female,Tier 1,Auto,758,44114,388860,12,34731.91583327094,0.7873218441599252,1
3858,CUST03858,48,Male,Tier 1,MSME,324,33580,1081178,24,51401.17266253663,1.530707941111871,0
3859,CUST03859,62,Female,Tier 2,MSME,430,24802,1289220,60,29333.716830074653,1.1827157821979941,0
3860,CUST03860,63,Female,Tier 2,Auto,669,102857,1775671,24,84418.63565745795,0.8207378754723349,1
3861,CUST03861,41,Male,Tier 1,MSME,735,116467,1575691,12,140736.4274835224,1.2083802921301519,0
3862,CUST03862,44,Male,Tier 1,Personal,523,117767,1051500,24,49990.22645175656,0.4244841632355122,1
3863,CUST03863,62,Female,Tier 1,Auto,651,104450,435555,36,14675.569264793838,0.1405032959769635,0
3864,CUST03864,60,Female,Tier 2,Auto,784,121039,1666900,36,56164.4485942874,0.4640194366632854,0
3865,CUST03865,22,Male,Tier 3,Personal,496,43695,1043176,12,93173.63840788006,2.13236384959103,1
3866,CUST03866,28,Male,Tier 3,Auto,408,110970,573809,24,27279.92567765667,0.2458315371510919,0
3867,CUST03867,47,Male,Tier 2,Personal,519,45185,1151963,84,20956.468675145767,0.4637926009770005,1
3868,CUST03868,42,Female,Tier 2,MSME,618,104692,1568619,84,28536.259356193277,0.27257344740948,0
3869,CUST03869,57,Female,Tier 2,Auto,381,60908,1989553,24,94586.9757563211,1.5529483114914477,1
3870,CUST03870,47,Male,Tier 1,MSME,836,131710,1569877,12,140217.1368425343,1.0645899084544401,0
3871,CUST03871,49,Female,Tier 1,MSME,731,17078,586309,84,10666.111839057365,0.6245527485102099,1
3872,CUST03872,23,Male,Tier 1,Personal,307,110886,643938,60,14651.568349951605,0.13213181420514408,1
3873,CUST03873,64,Female,Tier 3,Home,448,21011,1080155,48,28977.853827129788,1.3791753760948926,0
3874,CUST03874,33,Male,Tier 3,MSME,397,132124,1690984,60,38475.08246861432,0.29120434189560046,1
3875,CUST03875,30,Male,Tier 2,MSME,400,90532,584028,72,11723.83951550947,0.12949939817423087,0
3876,CUST03876,56,Female,Tier 2,MSME,666,61845,1853728,48,49730.8803081573,0.8041212759019695,0
3877,CUST03877,29,Female,Tier 1,Personal,761,102030,1053083,24,50065.485156914096,0.4906937680771743,0
3878,CUST03878,47,Female,Tier 2,Personal,713,21618,760914,48,20413.41721050834,0.9442787126703831,1
3879,CUST03879,54,Female,Tier 2,MSME,558,87435,1850215,84,33659.043467355135,0.3849607533293891,0
3880,CUST03880,21,Female,Tier 2,Home,655,133158,194391,48,5215.023754284883,0.03916417905259078,0
3881,CUST03881,52,Female,Tier 1,Auto,310,93014,1614527,24,76757.55619826456,0.8252258391023347,1
3882,CUST03882,45,Male,Tier 3,Auto,715,140713,1328179,36,44751.59947778033,0.318034577315389,0
3883,CUST03883,49,Female,Tier 2,Personal,870,126550,1447111,48,38822.36441032223,0.3067749064426885,0
3884,CUST03884,27,Male,Tier 3,Personal,549,106965,448458,84,8158.331499465278,0.07627103725017789,1
3885,CUST03885,23,Male,Tier 3,Personal,849,130503,620457,84,11287.331003491357,0.08649096958300849,0
3886,CUST03886,40,Female,Tier 3,Personal,421,53380,836220,12,74688.89229567924,1.3991924371614695,0
3887,CUST03887,40,Male,Tier 1,MSME,364,110877,1843479,60,41944.81234249327,0.37830039000417826,0
3888,CUST03888,50,Male,Tier 1,Auto,601,75857,1686575,24,80182.84943211729,1.0570263710945238,1
3889,CUST03889,55,Female,Tier 1,Personal,424,36259,1676368,24,79697.59004895698,2.198008495792961,1
3890,CUST03890,55,Female,Tier 1,MSME,611,87622,1047890,48,28112.26467211746,0.3208356882074988,0
3891,CUST03891,59,Female,Tier 2,Personal,490,147221,464528,36,15651.784136185217,0.10631488806749864,1
3892,CUST03892,47,Male,Tier 2,MSME,749,37792,391774,36,13200.41435213771,0.349291234974008,0
3893,CUST03893,46,Female,Tier 2,Home,458,108651,1213057,60,27600.774527807407,0.2540314817885469,1
3894,CUST03894,34,Female,Tier 1,MSME,652,104583,417763,60,9505.39205417421,0.0908885005610301,0
3895,CUST03895,37,Female,Tier 3,Home,562,97614,1212626,84,22060.04774777255,0.2259926624026528,1
3896,CUST03896,38,Female,Tier 1,Personal,705,29263,1635852,36,55118.31877248919,1.883549833321573,1
3897,CUST03897,49,Male,Tier 1,Home,316,75309,390878,72,7846.526094884683,0.10419108067939666,1
3898,CUST03898,40,Female,Tier 2,Personal,559,67451,1820170,36,61328.72061783196,0.9092336750801613,1
3899,CUST03899,47,Male,Tier 2,Home,654,85379,1819909,36,61319.926496359105,0.7182085348429837,0
3900,CUST03900,38,Female,Tier 2,MSME,788,92969,268811,48,7211.525998698877,0.07756914669082035,0
3901,CUST03901,24,Male,Tier 1,Personal,513,137425,1901003,84,34582.97690191276,0.2516498228263617,0
3902,CUST03902,21,Male,Tier 2,MSME,538,78728,1989492,12,177696.0054903201,2.2570877640778386,1
3903,CUST03903,21,Male,Tier 1,Personal,479,19952,190948,60,4344.653791648512,0.21775530230796472,1
3904,CUST03904,46,Female,Tier 1,Personal,718,76726,1379257,72,27687.350124725264,0.36086007513392154,0
3905,CUST03905,40,Male,Tier 2,Auto,442,134735,826086,72,16582.937273571053,0.12307817028664454,1
3906,CUST03906,43,Female,Tier 1,Personal,616,55610,1940168,24,92239.12284779044,1.6586787061282222,1
3907,CUST03907,30,Female,Tier 1,MSME,543,101467,662583,36,22325.03980019721,0.2200226654991003,1
3908,CUST03908,31,Female,Tier 2,Auto,531,148225,1584818,36,53398.78162595319,0.36025489374905173,0
3909,CUST03909,61,Female,Tier 3,Personal,888,109447,176097,12,15728.504301011964,0.14370886640119843,0
3910,CUST03910,61,Female,Tier 3,MSME,602,121827,1840992,84,33491.25898938938,0.27490834535357006,0
3911,CUST03911,25,Male,Tier 2,Home,630,112167,448494,36,15111.535309764433,0.13472353998737982,0
3912,CUST03912,21,Female,Tier 1,Home,860,143890,1787663,60,40674.826817456866,0.2826800112409262,0
3913,CUST03913,37,Male,Tier 1,Home,547,52929,60031,72,1205.0686096480802,0.02276764362916511,0
3914,CUST03914,42,Male,Tier 1,Home,582,49620,112745,36,3798.824618611154,0.07655833572372338,1
3915,CUST03915,54,Male,Tier 2,MSME,586,133818,926821,12,82781.12679243945,0.6186098043046485,1
3916,CUST03916,61,Male,Tier 2,Home,331,140803,1971148,48,52880.96487600319,0.3755670324922281,0
3917,CUST03917,49,Male,Tier 2,Personal,799,25623,1872380,60,42602.398906544404,1.662662409028779,1
3918,CUST03918,24,Male,Tier 2,MSME,829,100504,942323,48,25280.166413100367,0.25153393310813865,0
3919,CUST03919,25,Male,Tier 1,Home,680,18809,1452175,24,69039.0462173843,3.6705325225894145,1
3920,CUST03920,31,Female,Tier 2,MSME,362,138690,1578482,12,140985.71200003388,1.0165528300528797,1
3921,CUST03921,41,Male,Tier 1,Personal,427,107907,1697306,24,80693.02073031396,0.7478015395693881,1
3922,CUST03922,55,Female,Tier 2,MSME,827,124502,260906,24,12403.946764262482,0.09962849403433265,0
3923,CUST03923,32,Male,Tier 2,Personal,462,77496,944433,72,18958.64740243816,0.24464033501649324,1
3924,CUST03924,46,Male,Tier 2,Personal,550,44431,823969,24,39172.98801638365,0.8816589321956213,1
3925,CUST03925,39,Male,Tier 2,Personal,594,64565,101866,24,4842.895299795183,0.07500805854247941,0
3926,CUST03926,27,Male,Tier 2,MSME,478,62312,903315,12,80681.63490955907,1.2948009197194612,0
3927,CUST03927,27,Female,Tier 1,Personal,528,125613,1562336,48,41913.56262468132,0.3336721726627126,0
3928,CUST03928,46,Female,Tier 1,Personal,693,53916,1153813,36,38876.51984277432,0.7210571971729046,0
3929,CUST03929,60,Female,Tier 2,Personal,695,97839,1909561,24,90784.01028382572,0.9278918456221519,1
3930,CUST03930,25,Male,Tier 1,Home,371,65058,273626,72,5492.797111218631,0.08442923408679379,0
3931,CUST03931,41,Male,Tier 2,Personal,617,58324,146441,84,2664.0493047580703,0.04567672492898413,0
3932,CUST03932,34,Male,Tier 2,Home,894,105687,185032,36,6234.45932707312,0.05898984101235838,0
3933,CUST03933,24,Female,Tier 3,MSME,678,43147,1619848,72,32516.999170448988,0.7536329100620898,0
3934,CUST03934,43,Male,Tier 3,Personal,435,92914,1035545,36,34891.60352724899,0.37552579296176025,0
3935,CUST03935,62,Female,Tier 1,MSME,677,137879,759608,24,36113.14877276833,0.2619191375972289,0
3936,CUST03936,40,Female,Tier 3,Personal,418,93593,1515551,60,34483.44260524694,0.3684404026502724,0
3937,CUST03937,35,Male,Tier 2,MSME,829,147432,1509913,84,27468.28195584005,0.18631153315318283,0
3938,CUST03938,49,Male,Tier 2,Personal,822,17048,1274777,36,42952.275052900535,2.5194905591799936,0
3939,CUST03939,28,Female,Tier 1,Personal,686,58935,426291,60,9699.430261095353,0.1645784382980462,0
3940,CUST03940,61,Female,Tier 3,MSME,873,132884,1476516,48,39611.226927078395,0.29808876107792054,1
3941,CUST03941,39,Female,Tier 1,Auto,882,106199,396743,36,13367.839599642068,0.12587538112074564,0
3942,CUST03942,59,Male,Tier 3,Home,872,124982,1017693,12,90897.56627091755,0.7272852592446717,0
3943,CUST03943,48,Male,Tier 1,MSME,872,70885,999063,72,20055.295769866236,0.28292721689872663,0
3944,CUST03944,47,Male,Tier 2,Auto,568,33061,186832,84,3398.840896378472,0.10280514492539462,0
3945,CUST03945,24,Male,Tier 2,Auto,823,92015,1730271,48,46418.83814760075,0.5044703379622969,0
3946,CUST03946,35,Male,Tier 1,Personal,846,124508,1308265,48,35097.47391545654,0.2818893076385175,0
3947,CUST03947,55,Male,Tier 1,Home,785,132700,428928,84,7803.042455263688,0.05880212852497127,0
3948,CUST03948,57,Female,Tier 2,Home,737,38931,819449,60,18644.982953016428,0.4789238127203624,0
3949,CUST03949,21,Female,Tier 1,Personal,862,115175,345270,24,16414.76508511459,0.1425202091175567,0
3950,CUST03950,23,Female,Tier 2,Auto,854,39654,1129537,72,22674.444572571898,0.5718072470008548,1
3951,CUST03951,44,Male,Tier 2,Auto,410,103478,1333905,12,119140.76065828132,1.151363194672117,1
3952,CUST03952,47,Female,Tier 3,Personal,621,68886,477060,84,8678.658035166962,0.12598580314094246,0
3953,CUST03953,60,Male,Tier 2,Personal,826,135477,1899096,84,34548.28482780664,0.25501217791807196,0
3954,CUST03954,56,Male,Tier 1,Home,476,87470,1236884,12,110475.10925145166,1.2630057076877976,0
3955,CUST03955,54,Female,Tier 1,Auto,850,115029,1988983,60,45255.47548272007,0.3934266618219759,0
3956,CUST03956,49,Male,Tier 1,MSME,837,80324,629255,60,14317.48497844326,0.17824666324440094,0
3957,CUST03957,44,Female,Tier 3,MSME,772,120520,661972,48,17759.05111178744,0.1473535605027169,0
3958,CUST03958,44,Female,Tier 3,Home,862,80027,1878919,84,34181.225583318395,0.42712116639782066,0
3959,CUST03959,62,Male,Tier 1,MSME,687,16425,677566,60,15416.708690282776,0.9386124012348722,0
3960,CUST03960,24,Female,Tier 1,Auto,397,147805,1855767,24,88226.54547950256,0.5969117788945066,0
3961,CUST03961,23,Female,Tier 3,MSME,710,79411,887886,48,23819.75801913148,0.29995539684844014,0
3962,CUST03962,54,Female,Tier 3,MSME,674,25603,1012564,48,27164.55655217432,1.0609911554182838,1
3963,CUST03963,43,Female,Tier 3,MSME,469,27152,747924,48,20064.928038848335,0.7389852695509846,0
3964,CUST03964,43,Male,Tier 3,Personal,355,71318,83843,12,7488.628347500219,0.10500334203847864,1
3965,CUST03965,25,Female,Tier 2,MSME,624,123051,201504,72,4045.0124955194274,0.0328726503280707,0
3966,CUST03966,51,Female,Tier 1,Personal,559,36068,1574040,72,31597.44455915218,0.8760520283673112,1
3967,CUST03967,61,Female,Tier 2,Auto,861,28531,1113009,12,99410.93172265869,3.484312913065041,0
3968,CUST03968,26,Male,Tier 2,Personal,639,127289,1781744,48,47799.72984374052,0.3755212928355201,0
3969,CUST03969,57,Female,Tier 2,Auto,703,49288,1396965,24,66414.26219227591,1.3474732631122366,0
3970,CUST03970,30,Male,Tier 2,Personal,831,115694,132922,36,4478.667488181576,0.03871132027746967,0
3971,CUST03971,60,Female,Tier 1,Personal,473,106762,505438,48,13559.63586955282,0.12700807281198198,1
3972,CUST03972,27,Female,Tier 1,Personal,837,113197,1320336,60,30041.70145091873,0.2653930886058706,0
3973,CUST03973,59,Female,Tier 2,Personal,459,119445,1589990,84,28925.039804919965,0.24216199761329452,1
3974,CUST03974,58,Male,Tier 1,Home,309,121243,1743938,84,31725.65617853729,0.2616700030396583,1
3975,CUST03975,41,Male,Tier 2,Auto,893,85313,64702,72,1298.8347550673834,0.015224347462489695,0
3976,CUST03976,40,Male,Tier 3,Personal,555,142286,1723989,84,31362.744701692565,0.22042045388648612,0
3977,CUST03977,23,Male,Tier 3,Auto,643,18801,245283,36,8264.553629223466,0.439580534504732,0
3978,CUST03978,42,Male,Tier 2,Personal,835,87593,618473,12,55240.32346127289,0.6306476940083442,1
3979,CUST03979,24,Male,Tier 2,MSME,672,88635,142393,12,12718.154840423158,0.14348908264707122,0
3980,CUST03980,48,Female,Tier 1,Personal,734,95729,226779,36,7641.080741354552,0.0798199160270613,0
3981,CUST03981,32,Male,Tier 2,Auto,345,70233,1576092,72,31638.636623035803,0.45048106478487043,1
3982,CUST03982,58,Female,Tier 2,Personal,354,35011,1697086,72,34067.482908384365,0.9730508385474383,0
3983,CUST03983,56,Male,Tier 2,Home,377,63900,174018,60,3959.444265009797,0.061963134037712,1
3984,CUST03984,61,Male,Tier 3,Personal,790,95085,838848,12,74923.6180962497,0.787964643174525,0
3985,CUST03985,25,Male,Tier 2,Personal,571,31583,403409,12,36031.39287760118,1.1408476990026655,1
3986,CUST03986,33,Female,Tier 1,Home,849,145283,1000175,48,26832.190705546465,0.18468912884195993,0
3987,CUST03987,43,Male,Tier 1,Personal,410,87532,954369,24,45372.4416819177,0.5183526216916978,0
3988,CUST03988,50,Male,Tier 2,Home,314,29201,510894,60,11624.40849985585,0.39808254853792163,1
3989,CUST03989,57,Female,Tier 2,Home,377,75019,528524,48,14178.975439756281,0.1890051245651939,0
3990,CUST03990,45,Female,Tier 3,Home,800,35420,1883866,84,34271.22122600479,0.9675669459628681,0
3991,CUST03991,47,Female,Tier 2,MSME,887,55602,1615796,24,76817.8867711293,1.3815669718918258,1
3992,CUST03992,34,Female,Tier 2,Personal,717,115156,170003,84,3092.688345181925,0.026856510691426628,1
3993,CUST03993,56,Male,Tier 2,Auto,574,64031,813898,12,72695.15206724156,1.1353118343808712,1
3994,CUST03994,59,Female,Tier 2,Personal,793,27629,574495,24,27312.539367952344,0.9885460699971893,1
3995,CUST03995,36,Male,Tier 2,Personal,496,43675,388526,12,34702.08386318321,0.7945525784357919,0
3996,CUST03996,42,Male,Tier 2,MSME,675,142652,1729832,72,34724.8295574746,0.24342336285137678,0
3997,CUST03997,41,Female,Tier 2,Personal,362,147734,1804726,48,48416.27935437102,0.32772604379744014,0
3998,CUST03998,41,Male,Tier 1,Personal,660,95270,333655,12,29801.1556276038,0.31280734362972396,0
3999,CUST03999,28,Female,Tier 3,Personal,843,22589,966065,24,45928.49083891223,2.033223730085981,0
4000,CUST04000,36,Male,Tier 1,MSME,409,123954,753374,48,20211.137891469352,0.1630535351135853,0
4001,CUST04001,51,Female,Tier 1,MSME,493,19655,1987668,24,94497.35942074186,4.807802565288316,1
4002,CUST04002,62,Female,Tier 1,MSME,818,89285,993250,24,47220.91528597928,0.5288784822308258,0
4003,CUST04003,30,Female,Tier 1,Auto,758,21645,1352985,36,45587.41165117399,2.106140524424763,1
4004,CUST04004,52,Female,Tier 2,Auto,600,132379,1759960,12,157194.83256165078,1.1874604926888008,0
4005,CUST04005,54,Female,Tier 1,MSME,867,62634,1784328,12,159371.3159361947,2.544485677686156,0
4006,CUST04006,29,Female,Tier 1,MSME,795,51760,1204485,24,57263.412180450796,1.1063255830844434,0
4007,CUST04007,37,Male,Tier 2,Personal,448,43233,487747,84,8873.07554747533,0.20523848790218882,1
4008,CUST04008,31,Male,Tier 2,Personal,760,65091,1907767,72,38296.715467383336,0.588356538805416,0
4009,CUST04009,52,Male,Tier 1,Home,438,119602,1452980,12,129776.21526365788,1.0850672669659194,1
4010,CUST04010,30,Female,Tier 2,Auto,591,99905,1160162,60,26397.250729133168,0.2642235196349849,1
4011,CUST04011,42,Male,Tier 2,Home,634,107139,1336650,72,26832.052724194273,0.2504415079867674,0
4012,CUST04012,37,Female,Tier 3,Personal,483,26319,454013,72,9113.904727093566,0.3462861327213635,0
4013,CUST04013,24,Male,Tier 2,Personal,606,95258,302007,72,6062.5202910827375,0.0636431616355869,0
